blind_id,replicate_index,status,failure_cause,spin_map,spin_mean,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
blind_cd385610e651,16,COMPLETED,,0.8162317373592426,0.7527158525794454,0.7220260200938277,0.8163298725598563,0.7175724930591415,0.8191409434015228,8.622887844736132,1.2738133999955608,279187008
blind_cd385610e651,17,COMPLETED,,0.8184574653747868,0.7656431080589343,0.7221609217848242,0.8192687875812966,0.7183075423301113,0.8223805095781097,11.654564474711348,1.2663191000028746,2979203417
blind_cd385610e651,18,COMPLETED,,0.7216458750004319,0.6926925221539242,0.5701528156271376,0.7254791779021669,0.5592855726803831,0.7304643697896469,11.53648992526368,1.2699758000017027,3390445676
blind_cd385610e651,19,COMPLETED,,0.8152732251710659,0.7476517337848679,0.7219841274538581,0.8146900438498346,0.7180881810162411,0.816949185632128,10.506937335187294,1.2696747000009054,3554055517
blind_cd385610e651,20,COMPLETED,,0.8167292809595328,0.7534081450992545,0.721806907128685,0.8165411135763103,0.71743911307943,0.8188900587713575,9.623977232699287,1.2888199000008171,2504350327
blind_cd385610e651,21,COMPLETED,,0.8145180946906456,0.7629257140668386,0.7199503309536518,0.8152871860573658,0.7154370507199931,0.8180961456819806,8.599043875185838,1.274945299999672,1956541799
blind_cd385610e651,22,COMPLETED,,0.7211512090362053,0.6707827140182799,0.5625993153388221,0.7243961475238413,0.5550448920689864,0.7291099840713543,9.64679284326437,1.275029700002051,2101005433
blind_cd385610e651,23,COMPLETED,,0.8162188247079716,0.7701392495815688,0.7220568485010256,0.8173145618966549,0.7172065794253614,0.8203143869594504,9.200798800921932,1.2734911000006832,3400080559
blind_cd385610e651,24,COMPLETED,,0.8154729172785333,0.7648314152931849,0.723023511317206,0.8165930026444551,0.7188113042136989,0.8187774494237444,9.52698416016107,1.276059499999974,3938327267
blind_cd385610e651,25,COMPLETED,,0.7274011894335375,0.742908267130762,0.7233628058406945,0.810677788228951,0.7191667958825427,0.8147344884450743,9.880102308382227,1.2740934999965248,1447013872
blind_cd385610e651,26,COMPLETED,,0.7237508236504907,0.670536963881592,0.5691360925509567,0.726913369067105,0.5614078831543751,0.73201750560336,6.9192451749466155,1.2731028999987757,1805062800
blind_cd385610e651,27,COMPLETED,,0.7236363337967071,0.7177208800105578,0.7175455763638333,0.813802957360328,0.39236759815963046,0.8154399895917195,8.249480550697411,1.2392822000037995,978918358
blind_cd385610e651,28,COMPLETED,,0.7213163662883515,0.6811486281470224,0.5673638422553833,0.7246595222735251,0.5588919164655755,0.7289906524745684,9.88361065016012,1.2736795999953756,2742206816
blind_cd385610e651,29,COMPLETED,,0.8141536315081687,0.7400834960923237,0.7192807092870259,0.8124000200122192,0.7152862911037484,0.8164944198598465,8.714922094667036,1.2665350000024773,3967050400
blind_cd385610e651,30,COMPLETED,,0.8144459110526372,0.7556652378468754,0.7256595459931582,0.8143281693344773,0.7215307527706295,0.8173322557859009,8.660696055649463,1.2679122000045027,196387323
blind_cd385610e651,31,COMPLETED,,0.7204599463551217,0.6803988187107115,0.5603764851434978,0.7238971933881142,0.5528348076825449,0.7279653094590746,11.20982247316104,1.2692457999946782,1616056102
blind_cd385610e651,32,COMPLETED,,0.7223237066637849,0.6592123247907793,0.5645332079368046,0.7251398753229434,0.5584720087134839,0.7308850549993452,9.469602079341913,1.2834588999976404,519727467
blind_cd385610e651,33,COMPLETED,,0.7194007056866921,0.6114921911275606,0.5581310649869567,0.7208692239218435,0.55264862893993,0.7264768090297469,10.83119601991536,1.266956300001766,978658203
