condition_id,replicate_index,status,failure_cause,spin_true,spin_map,spin_mean,bias,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
ap0p500-i40p0-l0p180-fc1p90-de0p000,0,COMPLETED,,0.5,0.7435099999999999,0.7433415495021263,0.24334154950212628,0.7155606651443078,0.7661368890470384,0.6910014869722217,0.7906869979464708,0.6849938518775263,0.010862100054509938,1603092505
ap0p500-i40p0-l0p180-fc1p90-de0p000,1,COMPLETED,,0.5,0.7634699999999999,0.7639657716626672,0.2639657716626672,0.7361803211762789,0.7867482737387825,0.7116435968196797,0.811311861380074,1.032114511616582,0.010792199987918139,2638002292
ap0p500-i40p0-l0p180-fc1p90-de0p000,2,COMPLETED,,0.5,0.7584799999999998,0.75692718284742,0.25692718284742,0.7292071947972731,0.7796926118735199,0.7046571468697235,0.8041531652565715,0.8502284118667426,0.010990099981427193,2538304220
ap0p500-i40p0-l0p180-fc1p90-de0p000,3,COMPLETED,,0.5,0.7834299999999998,0.7845310967375625,0.2845310967375625,0.7567569546285468,0.8072880989026534,0.7322574634215167,0.8318489458238186,0.7070526146654889,0.010847199941053987,3213120526
ap0p500-i40p0-l0p180-fc1p90-de0p000,4,COMPLETED,,0.5,0.8033899999999998,0.8016961595022175,0.3016961595022175,0.7739859334834698,0.8244538640160387,0.7494407235969932,0.8489002130600128,0.8643875662480812,0.010726399952545762,1877493373
ap0p500-i40p0-l0p180-fc1p90-de0p000,5,COMPLETED,,0.5,0.8033899999999998,0.8034828722068126,0.3034828722068126,0.77569815509426,0.826275130243807,0.7511456026809831,0.8508326799270829,0.8662358058741583,0.010912399971857667,4291616449
ap0p500-i40p0-l0p180-fc1p90-de0p000,6,COMPLETED,,0.5,0.8133699999999999,0.8119774257420878,0.31197742574208776,0.7842471028499589,0.8347505328759439,0.7596923956582277,0.8592260295966393,1.1708592270905454,0.010692299925722182,2820715640
ap0p500-i40p0-l0p180-fc1p90-de0p000,7,COMPLETED,,0.5,0.79341,0.7946783310045801,0.2946783310045801,0.7669100625931593,0.8174261020270042,0.7424238409655208,0.841983798638384,1.0857248615373678,0.010649399948306382,1243356089
ap0p500-i40p0-l0p180-fc1p90-de0p000,8,COMPLETED,,0.5,0.7983999999999998,0.7988423741994952,0.2988423741994952,0.7710566511560561,0.8216265097754835,0.7465174282911832,0.8461896673825374,0.8901495325364074,0.010779700009152293,1344165054
ap0p500-i40p0-l0p180-fc1p90-de0p000,9,COMPLETED,,0.5,0.77345,0.7719676872095232,0.27196768720952325,0.7442430517920592,0.7947366373864495,0.7196908431816182,0.8192039211187173,1.0806169141073887,0.010705300024710596,1330549155
ap0p500-i40p0-l0p180-fc1p90-de0p000,10,COMPLETED,,0.5,0.79341,0.7935479466654773,0.29354794666547734,0.765762831769865,0.8163394111819958,0.7412117078457438,0.8408979600231694,0.6844524241755177,0.010752799920737743,3442193306
ap0p500-i40p0-l0p180-fc1p90-de0p000,11,COMPLETED,,0.5,0.8033899999999998,0.8018022913346188,0.3018022913346188,0.7740846609461629,0.8245658941229751,0.7495357461879116,0.8490230256532265,1.1498886009420994,0.010698299971409142,2808222783
ap0p500-i40p0-l0p180-fc1p90-de0p000,12,COMPLETED,,0.5,0.8033899999999998,0.8009693210582867,0.30096932105828667,0.7732907527350431,0.8236722832450073,0.7488091639404598,0.8481160230812922,1.3404302921415867,0.010683999978937209,721207937
ap0p500-i40p0-l0p180-fc1p90-de0p000,13,COMPLETED,,0.5,0.7884199999999999,0.7902933308379229,0.29029333083792286,0.7625567916300923,0.813000247786804,0.7381299759017391,0.8375383181533251,0.9880677649598211,0.010700999991968274,542989815
ap0p500-i40p0-l0p180-fc1p90-de0p000,14,COMPLETED,,0.5,0.7884199999999999,0.7872081511236532,0.28720815112365317,0.7594671596476622,0.8099885401481628,0.734908286204594,0.8344793920752773,0.589420242576761,0.010790899978019297,4268045876
ap0p500-i40p0-l0p180-fc1p90-de0p000,15,COMPLETED,,0.5,0.7684599999999999,0.7683776632571898,0.2683776632571898,0.7405952307503662,0.7911722761118738,0.7160379265482723,0.8157251501778652,0.9129606830779553,0.010739600053057075,1140836466
ap0p500-i40p0-l0p180-fc1p90-de0p000,16,COMPLETED,,0.5,0.7884199999999999,0.7895554679696446,0.2895554679696446,0.7617824334794199,0.8123106480999639,0.7372855613874523,0.8368709301503997,1.109281392860122,0.010809600003995001,3993737288
ap0p500-i40p0-l0p180-fc1p90-de0p000,17,COMPLETED,,0.5,0.7884199999999999,0.786984487041517,0.286984487041517,0.7592568535459728,0.8097556503132048,0.7347033065904699,0.8342272663867714,0.9348732614952469,0.010770900058560073,671012531
ap0p500-i40p0-l0p180-fc1p90-de0p000,18,COMPLETED,,0.5,0.7884199999999999,0.7908052052656611,0.2908052052656611,0.7631089726284941,0.8134901724675738,0.7386742930225026,0.8379807661233748,0.7390747437275005,0.010812400025315583,4213832674
ap0p500-i40p0-l0p180-fc1p90-de0p000,19,COMPLETED,,0.5,0.7235499999999999,0.7259175832784135,0.2259175832784135,0.6982197494195591,0.7486007376210053,0.6737895744933314,0.7730958005180918,1.1812378860736985,0.010751700028777122,3022898679
ap0p500-i40p0-l0p180-fc1p90-de0p020,0,COMPLETED,,0.5,0.9231499999999999,0.9211984637263344,0.4211984637263344,0.8927351414142592,0.9448193619562445,0.8674021130553514,0.9697532386839209,0.9180205431475472,0.010724499938078225,3966892532
ap0p500-i40p0-l0p180-fc1p90-de0p020,1,COMPLETED,,0.5,0.9480999999999999,0.9485460631291965,0.44854606312919654,0.9211472376566929,0.9714917311152528,0.8959423116579789,0.9905501366795436,1.4684527390347204,0.010863299947232008,1316968892
ap0p500-i40p0-l0p180-fc1p90-de0p020,2,COMPLETED,,0.5,0.9331299999999998,0.9333118599403618,0.4333118599403618,0.9050057534616581,0.9568433955991704,0.8796918638649378,0.9805632984889469,1.05719443664824,0.010665399953722954,3509389104
