a_star,radius_rg,zero_torque_flux,stressed_flux_delta_eta_0p02
0.0,9.015318724633937,1.3472733341163775e-06,3.037371427266366e-06
0.0,9.093758616056355,1.353088029949973e-06,2.9856868037444197e-06
0.0,9.172880992120113,1.3578715145970652e-06,2.935014129137166e-06
0.0,9.252691790942634,1.3616585588272092e-06,2.8853113326712924e-06
0.0,9.333197002307315,1.3644839016307208e-06,2.8365394167424266e-06
0.0,9.414402668113075,1.3663821516965056e-06,2.7886622215798603e-06
0.0,9.496314882827779,1.367387699598045e-06,2.7416462072726317e-06
0.0,9.578939793945642,1.367534639777215e-06,2.6954602518871304e-06
0.0,9.662283602448595,1.3668567014896267e-06,2.6500754645020544e-06
0.0,9.746352563271657,1.3653871879418594e-06,2.605465012073337e-06
0.0,9.831152985772379,1.3631589229132082e-06,2.5616039591227717e-06
0.0,9.916691234204352,1.3602042042113702e-06,2.518469119318453e-06
0.0,10.002973728194847,1.3565547633637407e-06,2.4760389180838372e-06
0.0,10.090006943226605,1.3522417309942677e-06,2.4342932654358977e-06
0.0,10.17779741112382,1.3472956073795426e-06,2.3932134383109683e-06
0.0,10.266351720542351,1.341746237719413e-06,2.352781971691961e-06
0.0,10.355676517464202,1.335622791693672e-06,2.31298255789953e-06
0.0,10.4457785056963,1.3289537469120502e-06,2.2737999534572516e-06
0.0,10.53666444737361,1.3217668758955163e-06,2.2352198929827835e-06
0.0,10.628341163466638,1.314089236256797e-06,2.1972290095972306e-06
0.0,10.720815534293342,1.3059471637744231e-06,2.1598147613811425e-06
0.0,10.814094500035498,1.2973662680798717e-06,2.122965363439969e-06
0.0,10.908185061259553,1.288371430699829e-06,2.086669725172855e-06
0.0,11.003094279442028,1.2789868052169538e-06,2.050917392368105e-06
0.0,11.09882927749947,1.269235819331691e-06,2.015698493775417e-06
0.0,11.195397240323032,1.2591411786255773e-06,1.9810036918299933e-06
0.0,11.29280541531769,1.2487248718433582e-06,1.946824137227267e-06
0.0,11.39106111294617,1.2380081775256023e-06,1.9131514270676413e-06
0.0,11.490171707277588,1.2270116718384321e-06,1.8799775663115403e-06
0.0,11.590144636540872,1.2157552374592746e-06,1.8472949323029465e-06
0.0,11.690987403683005,1.20425807338953e-06,1.8150962421368809e-06
0.0,11.79270757693212,1.1925387055762426e-06,1.7833745226624326e-06
0.0,11.895312790365484,1.1806149982348885e-06,1.7521230829276796e-06
0.0,11.998810744482446,1.1685041657743053e-06,1.721335488886153e-06
0.0,12.103209206782354,1.1562227852342258e-06,1.6910055401981275e-06
0.0,12.208516012347495,1.1437868091529766e-06,1.6611272489710424e-06
