a_star,inclination_deg,alpha,beta,emission_radius,redshift,emission_mu
0.0,40.0,-47.25,1.75,46.261359664013476,0.8827979728134202,0.6907498515092911
0.0,40.0,-43.75,1.75,42.78023440829461,0.8771092772278625,0.68741328965402
0.0,40.0,-40.25,1.75,39.3006839778558,0.8705982327061417,0.6835711623577712
0.0,40.0,-36.75,1.75,35.82315616788645,0.8630539293173108,0.6790928098646631
0.0,40.0,-33.25,1.75,32.34828000257604,0.8541833789789631,0.6737946557791582
0.0,40.0,-29.75,1.75,28.87696766526022,0.8435662838941985,0.6674095910782684
0.0,40.0,-26.25,1.75,25.410593814158602,0.8305757177000496,0.659531991276474
0.0,40.0,-22.75,1.75,21.951330745928885,0.8142301268750936,0.6495121320791214
0.0,40.0,-19.25,1.75,18.502823691700634,0.7928948242844657,0.6362356315034013
0.0,40.0,-15.75,1.75,15.071689314577306,0.7636159017468449,0.6176095611871245
0.0,40.0,-12.25,1.75,11.671298159468593,0.7204144569186295,0.5891739159585289
0.0,40.0,-8.75,1.75,8.333221523337395,0.6489286787397404,0.5394455853945745
0.0,40.0,8.75,1.75,8.333221523337395,1.0454708987128978,0.8690857399991087
0.0,40.0,12.25,1.75,11.671298159468593,1.0753766892037866,0.879471377932489
0.0,40.0,15.75,1.75,15.071689314577306,1.0834882912092052,0.8763211014258707
0.0,40.0,19.25,1.75,18.502823691700634,1.085101047386724,0.8707081052674497
0.0,40.0,22.75,1.75,21.951330745928885,1.0843875057240993,0.865016925308226
0.0,40.0,26.25,1.75,25.410593814158602,1.0827815610522966,0.8598000927064996
0.0,40.0,29.75,1.75,28.87696766526022,1.0808500847052491,0.8551428937154124
0.0,40.0,33.25,1.75,32.34828000257604,1.0788367034435296,0.8510050922643358
0.0,40.0,36.75,1.75,35.82315616788645,1.0768503133855527,0.8473182037408635
0.0,40.0,40.25,1.75,39.3006839778558,1.0749391592842459,0.8440143604378737
0.0,40.0,43.75,1.75,42.78023440829461,1.0731227524462539,0.8410341340740555
0.0,40.0,47.25,1.75,46.261359664013476,1.0714066013343373,0.8383276509111138
0.0,40.0,50.75,1.75,49.74373230471685,1.0697893656736712,0.8358536706560435
0.0,40.0,54.25,1.75,53.227107379780946,1.068266459418084,0.8335782009875826
0.0,40.0,57.75,1.75,56.71129798840679,1.0668319071193557,0.8314731646390012
0.0,40.0,61.25,1.75,60.19615904634672,1.065479308164361,0.8295152621786153
0.0,40.0,64.75,1.75,63.681576227295785,1.0642023323217837,0.8276850462124637
0.0,40.0,68.25,1.75,67.16745819991877,1.0629949643663816,0.8259661832216814
0.0,40.0,71.75,1.75,70.65373114496738,1.061851612807999,0.824344867494385
0.0,40.0,75.25,1.75,74.14033473201958,1.0607671453839909,0.822809357719879
0.0,40.0,78.75,1.75,77.62721919409552,1.059736885552952,0.8213496082216502
0.0,40.0,-78.75,5.25,77.73962081024443,0.9141297638079945,0.7098391293382376
0.0,40.0,-75.25,5.25,74.27791094061585,0.9118097253746997,0.7085437101310154
0.0,40.0,-71.75,5.25,70.81790592455185,0.9093109398044062,0.7071253675362122
0.0,40.0,-68.25,5.25,67.3598679107775,0.9066099103894754,0.7055688063936141
0.0,40.0,-64.75,5.25,63.90411392693012,0.9036787102074859,0.7038557606386585
0.0,40.0,-61.25,5.25,60.45103097608432,0.9004838755511981,0.701964222105188
0.0,40.0,-57.75,5.25,57.00109643761245,0.8969849507203991,0.6998674147568331
0.0,40.0,-54.25,5.25,53.55490595325732,0.8931325500459383,0.6975324127082468
0.0,40.0,-50.75,5.25,50.113212357759444,0.8888657424185786,0.6949182483776387
0.0,40.0,-47.25,5.25,46.67698091965915,0.8841084701441799,0.6919732821707983
0.0,40.0,-43.75,5.25,43.24746954081692,0.878764570710936,0.6886314794412896
0.0,40.0,-40.25,5.25,39.826347992077466,0.8727107459081866,0.6848070415869443
0.0,40.0,-36.75,5.25,36.41588014292688,0.8657864725975826,0.6803865089387048
0.0,40.0,-33.25,5.25,33.01921126615929,0.8577793079602871,0.6752169106415334
0.0,40.0,-29.75,5.25,29.640837737353284,0.8484032470606501,0.6690876445689703
0.0,40.0,-26.25,5.25,26.28740760626312,0.8372668052896761,0.6617023903119261
0.0,40.0,-22.75,5.25,22.969153231657252,0.8238270999428693,0.6526356283193667
0.0,40.0,-19.25,5.25,19.702605068903228,0.8073304313711103,0.6412683265157163
0.0,40.0,-15.75,5.25,16.516081715654103,0.7867673402971467,0.6267113599935857
0.0,40.0,-12.25,5.25,13.461633833841177,0.7610065169429151,0.6078182802576156
0.0,40.0,-8.75,5.25,10.642828290926738,0.7299164318406711,0.5838969117729121
0.0,40.0,-5.25,5.25,8.279656560667672,0.7000788756059908,0.5591732361826977
0.0,40.0,-1.75,5.25,6.817046080654719,0.7044663279274488,0.5599287764115697
0.0,40.0,1.75,5.25,6.817046080654719,0.7996168403520173,0.6355569617267797
0.0,40.0,5.25,5.25,8.279656560667672,0.9313982845031398,0.7439347351679708
0.0,40.0,8.75,5.25,10.642828290926738,1.0124278934216182,0.809892056917931
0.0,40.0,12.25,5.25,13.461633833841177,1.0499881642449125,0.8386288238975312
0.0,40.0,15.75,5.25,16.516081715654103,1.0665434759089152,0.8495712493946623
0.0,40.0,19.25,5.25,19.702605068903228,1.0736801810468517,0.8528318345979842
0.0,40.0,22.75,5.25,22.969153231657252,1.0764446516960686,0.8527591914121353
0.0,40.0,26.25,5.25,26.28740760626312,1.0770811872772086,0.8512306849842866
0.0,40.0,29.75,5.25,29.640837737353284,1.0766461484468355,0.8490899085951399
0.0,40.0,33.25,5.25,33.01921126615929,1.0756654931854701,0.8467300673403755
0.0,40.0,36.75,5.25,36.41588014292688,1.074413622215304,0.8443381326830173
0.0,40.0,40.25,5.25,39.826347992077466,1.0730388344693786,0.8420024082276913
0.0,40.0,43.75,5.25,43.24746954081692,1.0716231561128784,0.8397623936983919
0.0,40.0,47.25,5.25,46.67698091965915,1.0702124008135672,0.8376329518594978
0.0,40.0,50.75,5.25,50.113212357759444,1.0688319707985898,0.8356164553449562
0.0,40.0,54.25,5.25,53.55490595325732,1.0674954885393524,0.8337090655107396
0.0,40.0,57.75,5.25,57.00109643761245,1.0662096672508863,0.8319040389789352
0.0,40.0,61.25,5.25,60.45103097608432,1.064977134169703,0.8301934835753132
0.0,40.0,64.75,5.25,63.90411392693012,1.0637981033204222,0.8285692854340251
0.0,40.0,68.25,5.25,67.3598679107775,1.0626713838331372,0.8270235867570556
0.0,40.0,71.75,5.25,70.81790592455185,1.0615949951460146,0.8255490154761597
0.0,40.0,75.25,5.25,74.27791094061585,1.0605665452118367,0.8241387801346639
0.0,40.0,78.75,5.25,77.73962081024443,1.0595834632190708,0.8227866904359973
0.0,40.0,-78.75,8.75,78.10521125209029,0.9146574179412529,0.7116147513145316
0.0,40.0,-75.25,8.75,74.6797805043329,0.912430341935095,0.7103312715897885
0.0,40.0,-71.75,8.75,71.25849618629078,0.9100412875176273,0.7089301055292313
0.0,40.0,-68.25,8.75,67.8419756345688,0.9074706887739776,0.7073976088706214
0.0,40.0,-64.75,8.75,64.43096269168173,0.9046957168145415,0.7057177447543868
0.0,40.0,-61.25,8.75,61.026361566118,0.9016896004449978,0.703871549768447
0.0,40.0,-57.75,8.75,57.629282126235665,0.8984207869341402,0.7018364597733786
0.0,40.0,-54.25,8.75,54.24110121540616,0.8948519077118925,0.6995854583835271
0.0,40.0,-50.75,8.75,50.86354709693849,0.8909385140763438,0.697086001001786
0.0,40.0,-47.25,8.75,47.498817541577864,0.8866275585782739,0.6942986664248981
0.0,40.0,-43.75,8.75,44.14974813910811,0.8818556371162831,0.6911754952789656
0.0,40.0,-40.25,8.75,40.8200570253124,0.8765471113336506,0.6876580216526578
0.0,40.0,-36.75,8.75,37.51470866269966,0.8706124884819892,0.6836751436782157
0.0,40.0,-33.25,8.75,34.24046782221133,0.8639480486522979,0.6791413522899122
0.0,40.0,-29.75,8.75,31.006765440102683,0.8564391555384747,0.6739567957684625
0.0,40.0,-26.25,8.75,27.827090030171192,0.8479731215412686,0.6680130744061643
0.0,40.0,-22.75,8.75,24.721286897911522,0.838475723987282,0.6612147815178874
0.0,40.0,-19.25,8.75,21.71945492308385,0.8280052244820373,0.6535422610271681
0.0,40.0,-15.75,8.75,18.86865227416688,0.8169839086986593,0.6452191754723018
0.0,40.0,-12.25,8.75,16.244286508922524,0.8067427747864692,0.6371331721198096
0.0,40.0,-8.75,8.75,13.967752069729137,0.8006680948049074,0.6317790240711618
0.0,40.0,-5.25,8.75,12.225198584044541,0.8058678247177185,0.6347627439146584
0.0,40.0,-1.75,8.75,11.256634118268245,0.8324793598585357,0.654626941780284
0.0,40.0,1.75,8.75,11.256634118268245,0.8836426325720088,0.6948595990242823
0.0,40.0,5.25,8.75,12.225198584044541,0.9441608237314842,0.743692820070651
0.0,40.0,8.75,8.75,13.967752069729137,0.9942335784353921,0.7845147370780946
0.0,40.0,12.25,8.75,16.244286508922524,1.0275462565472229,0.8115149294111139
0.0,40.0,15.75,8.75,18.86865227416688,1.047474790948854,0.8272510801596774
0.0,40.0,19.25,8.75,21.71945492308385,1.0588385147541612,0.8357383462501269
0.0,40.0,22.75,8.75,24.721286897911522,1.065106971180996,0.8399342438843266
0.0,40.0,26.25,8.75,27.827090030171192,1.0683880567491262,0.8416507225495563
0.0,40.0,29.75,8.75,31.006765440102683,1.069905702179529,0.8419398087444507
0.0,40.0,33.25,8.75,34.24046782221133,1.0703698949011227,0.8414076043201052
0.0,40.0,36.75,8.75,37.51470866269966,1.0701988432351408,0.8404064467175185
0.0,40.0,40.25,8.75,40.8200570253124,1.0696439030108518,0.8391439555349681
0.0,40.0,43.75,8.75,44.14974813910811,1.0688592071503586,0.8377440261100426
0.0,40.0,47.25,8.75,47.498817541577864,1.0679409571087104,0.8362812267307254
0.0,40.0,50.75,8.75,50.86354709693849,1.0669500522784667,0.8348005316421993
0.0,40.0,54.25,8.75,54.24110121540616,1.0659254247033845,0.8333288675111832
0.0,40.0,57.75,8.75,57.629282126235665,1.064892078273659,0.8318820057656214
0.0,40.0,61.25,8.75,61.026361566118,1.0638660413546286,0.8304687543304796
0.0,40.0,64.75,8.75,64.43096269168173,1.0628574792657135,0.8290935497116918
0.0,40.0,68.25,8.75,67.8419756345688,1.0618726860035665,0.8277580844168059
0.0,40.0,71.75,8.75,71.25849618629078,1.0609153792671229,0.8264623397835206
0.0,40.0,75.25,8.75,74.6797805043329,1.059987554617156,0.8252052490316183
0.0,40.0,78.75,8.75,78.10521125209029,1.0590900556656826,0.8239851247023231
0.0,40.0,-78.75,12.25,78.71683790879841,0.9155277683666139,0.713687115221255
0.0,40.0,-75.25,12.25,75.33799933820627,0.9134308245337155,0.7124507394691717
0.0,40.0,-71.75,12.25,71.9666225602133,0.9111943027999632,0.7111076064101148
0.0,40.0,-68.25,12.25,68.60378760708211,0.9088036421039548,0.7096469091216753
0.0,40.0,-64.75,12.25,65.25078897366484,0.9062424196730448,0.7080563240641623
0.0,40.0,-61.25,12.25,61.90919068127533,0.9034921477006698,0.7063217978977161
0.0,40.0,-57.75,12.25,58.58089892926118,0.9005321011028876,0.704427331186743
0.0,40.0,-54.25,12.25,55.268258937307,0.8973392293903667,0.7023547892000079
0.0,40.0,-50.75,12.25,51.97418583794678,0.8938882515878231,0.7000837967482139
0.0,40.0,-47.25,12.25,48.702343767579805,0.8901521145603315,0.6975918321535943
0.0,40.0,-43.75,12.25,45.45739444014654,0.8861031441737487,0.6948547371961931
0.0,40.0,-40.25,12.25,42.24534718270631,0.8817154905603443,0.6918480560967639
0.0,40.0,-36.75,12.25,39.074059096887524,0.8769699692589307,0.6885499879627666
0.0,40.0,-33.25,12.25,35.953960060163936,0.8718633252372884,0.684947442431586
0.0,40.0,-29.75,12.25,32.89911712176971,0.8664256496586856,0.6810480286182119
0.0,40.0,-26.25,12.25,29.928811407751784,0.8607527498697601,0.6769033097855778
0.0,40.0,-22.75,12.25,27.069877607669792,0.8550654966809997,0.6726531006312877
0.0,40.0,-19.25,12.25,24.36012442182689,0.8498157328009234,0.6686075165548946
0.0,40.0,-15.75,12.25,21.85309882387094,0.8458639676239765,0.6653902786260609
0.0,40.0,-12.25,12.25,19.623912059594755,0.844735812766623,0.6641568207423765
0.0,40.0,-8.75,12.25,17.77395227451525,0.848852182452017,0.6668165680568165
0.0,40.0,-5.25,12.25,16.428018667268866,0.8613068906356245,0.6759238995887631
0.0,40.0,-1.75,12.25,15.712824454977197,0.8843985293794847,0.6935562673468405
0.0,40.0,1.75,12.25,15.712824454977197,0.9169616636647325,0.7190926800813078
0.0,40.0,5.25,12.25,16.428018667268866,0.9533608112948783,0.7481646371248571
0.0,40.0,8.75,12.25,17.77395227451525,0.9867521394458236,0.7751439988612848
0.0,40.0,12.25,12.25,19.623912059594755,1.0131649750708904,0.7965809174430198
0.0,40.0,15.75,12.25,21.85309882387094,1.0321239697224873,0.8119098130156777
0.0,40.0,19.25,12.25,24.36012442182689,1.044961352659984,0.8221417748940458
0.0,40.0,22.75,12.25,27.069877607669792,1.0533466500134085,0.8286346401782527
0.0,40.0,26.25,12.25,29.928811407751784,1.0586711086483536,0.8325479965377612
0.0,40.0,29.75,12.25,32.89911712176971,1.061939459080372,0.834730337685043
0.0,40.0,33.25,12.25,35.953960060163936,1.0638358903302894,0.8357636468426332
0.0,40.0,36.75,12.25,39.074059096887524,1.0648162392779161,0.8360368478260763
0.0,40.0,40.25,12.25,42.24534718270631,1.0651829488713531,0.8358078773184808
0.0,40.0,43.75,12.25,45.45739444014654,1.0651375788667607,0.8352480152086327
0.0,40.0,47.25,12.25,48.702343767579805,1.0648155772114258,0.8344715889143245
0.0,40.0,50.75,12.25,51.97418583794678,1.064308846099504,0.8335553986379312
0.0,40.0,54.25,12.25,55.268258937307,1.0636803387584994,0.8325513424978311
0.0,40.0,57.75,12.25,58.58089892926118,1.06297354941576,0.8314946459098995
0.0,40.0,61.25,12.25,61.90919068127533,1.0622187404800374,0.8304092652558107
0.0,40.0,64.75,12.25,65.25078897366484,1.0614370748602795,0.82931147023788
0.0,40.0,68.25,12.25,68.60378760708211,1.0606433912081241,0.8282122445159397
0.0,40.0,71.75,12.25,71.9666225602133,1.0598480900461575,0.8271189099351833
0.0,40.0,75.25,12.25,75.33799933820627,1.0590584307509097,0.8260362381734971
0.0,40.0,78.75,12.25,78.71683790879841,1.0582794331385792,0.8249672176324566
0.0,40.0,-78.75,15.75,79.56528693972923,0.9167104307714447,0.7160377512589978
0.0,40.0,-75.25,15.75,76.24230081269819,0.9147741016959601,0.7148789701942714
0.0,40.0,-71.75,15.75,72.93077862299755,0.912724433921528,0.713628696758755
0.0,40.0,-68.25,15.75,69.6323268359158,0.910552367813687,0.7122796854248726
0.0,40.0,-64.75,15.75,66.34885800381582,0.9082483985937984,0.7108241636612519
0.0,40.0,-61.25,15.75,63.0826651074816,0.9058028024270468,0.7092539390090243
0.0,40.0,-57.75,15.75,59.83651792842022,0.9032060400841937,0.7075606197574648
0.0,40.0,-54.25,15.75,56.613789030299564,0.9004494440174476,0.7057360238918283
0.0,40.0,-50.75,15.75,53.418619920621076,0.897526357057385,0.7037728972016614
0.0,40.0,-47.25,15.75,50.256142193246035,0.8944339909237604,0.7016661369070227
0.0,40.0,-43.75,15.75,47.13277436901492,0.8911764328522541,0.6994148411442945
0.0,40.0,-40.25,15.75,44.05662334567748,0.8877694833997107,0.6970257065938953
0.0,40.0,-36.75,15.75,41.03803047721038,0.8842484072452652,0.6945186198731187
0.0,40.0,-33.25,15.75,38.090316285062045,0.8806802794253122,0.6919357914413039
0.0,40.0,-29.75,15.75,35.23079291002075,0.8771834426674862,0.6893565115923675
0.0,40.0,-26.25,15.75,32.48212275469434,0.8739575312188739,0.6869205107845245
0.0,40.0,-22.75,15.75,29.87408564542011,0.8713279026228653,0.6848635308583317
0.0,40.0,-19.25,15.75,27.445727931437595,0.8698060311663566,0.6835674529899417
0.0,40.0,-15.75,15.75,25.247607926418024,0.8701571182494033,0.6836198818713078
0.0,40.0,-12.25,15.75,23.34326990259717,0.8734379138915853,0.6858559228546154
0.0,40.0,-8.75,15.75,21.80808289189876,0.8809137637681405,0.6913098246868633
0.0,40.0,-5.25,15.75,20.72259841127697,0.8937140929200538,0.7009567710404212
0.0,40.0,-1.75,15.75,20.158297194395978,0.912170020221411,0.7151802109515991
0.0,40.0,1.75,15.75,20.158297194395978,0.93514986496056,0.7331973895957629
0.0,40.0,5.25,15.75,20.72259841127697,0.9600882148604162,0.7530152431676157
0.0,40.0,8.75,15.75,21.80808289189876,0.9839928737302578,0.7722026479888557
0.0,40.0,12.25,15.75,23.34326990259717,1.0046667035918957,0.7889016473801164
0.0,40.0,15.75,15.75,25.247607926418024,1.0212068029637817,0.8022887583943007
0.0,40.0,19.25,15.75,27.445727931437595,1.0337321391635728,0.812394511100763
0.0,40.0,22.75,15.75,29.87408564542011,1.0428663663984437,0.8196927238931443
0.0,40.0,26.25,15.75,32.48212275469434,1.0493496983344301,0.8247767254390206
0.0,40.0,29.75,15.75,35.23079291002075,1.0538478074510487,0.8281926139468931
0.0,40.0,33.25,15.75,38.090316285062045,1.0568926208346205,0.8303828859922786
0.0,40.0,36.75,15.75,41.03803047721038,1.058885138790742,0.8316842181126132
0.0,40.0,40.25,15.75,44.05662334567748,1.0601190169595838,0.8323446803331743
0.0,40.0,43.75,15.75,47.13277436901492,1.0608064856421577,0.8325442328693764
0.0,40.0,47.25,15.75,50.256142193246035,1.061100275399754,0.8324126080469879
0.0,40.0,50.75,15.75,53.418619920621076,1.0611103842673677,0.8320432302790488
0.0,40.0,54.25,15.75,56.613789030299564,1.0609163148789125,0.8315034971914612
0.0,40.0,57.75,15.75,59.83651792842022,1.0605758110151187,0.8308421831099374
0.0,40.0,61.25,15.75,63.0826651074816,1.0601310386726384,0.830094710492856
0.0,40.0,64.75,15.75,66.34885800381582,1.0596129512587036,0.8292868900724113
0.0,40.0,68.25,15.75,69.6323268359158,1.05904437985324,0.8284375774499044
0.0,40.0,71.75,15.75,72.93077862299755,1.0584422316034992,0.8275605673098192
0.0,40.0,75.25,15.75,76.24230081269819,1.057819063448271,0.8266659510012102
0.0,40.0,78.75,15.75,79.56528693972923,1.0571842165108307,0.8257610949401891
0.0,40.0,-75.25,19.25,77.38050661688355,0.9164153922152105,0.7175846892290098
0.0,40.0,-71.75,19.25,74.13733702480849,0.9145773455295583,0.7164547454123812
0.0,40.0,-68.25,19.25,70.91226216525631,0.912650519427703,0.7152479300245753
0.0,40.0,-64.75,19.25,67.70782309912978,0.9106321001017094,0.7139612159746124
0.0,40.0,-61.25,19.25,64.52703891428054,0.9085206199627914,0.7125923483436106
0.0,40.0,-57.75,19.25,61.37351891198251,0.9063167577008954,0.7111403909282427
0.0,40.0,-54.25,19.25,58.25160573302952,0.9040245126558811,0.7096065465716419
0.0,40.0,-50.75,19.25,55.16655887778252,0.9016529250846993,0.7079953833577062
0.0,40.0,-47.25,19.25,52.124791004689726,0.8992185911998618,0.7063166608778342
0.0,40.0,-43.75,19.25,49.13417289091274,0.896749329326739,0.7045880401815031
0.0,40.0,-40.25,19.25,46.204426779331136,0.8942894953484484,0.7028390842240361
0.0,40.0,-36.75,19.25,43.34763155699035,0.8919076147654127,0.7011171069083235
0.0,40.0,-33.25,19.25,40.57886433748908,0.8897071510126132,0.6994955868936261
0.0,40.0,-29.75,19.25,37.916997444736744,0.8878412356064036,0.6980859296859546
0.0,40.0,-26.25,19.25,35.38564827585306,0.8865317237720356,0.697053094599795
0.0,40.0,-22.75,19.25,33.0142252582423,0.8860913260655471,0.6966344586529127
0.0,40.0,-19.25,19.25,30.838900177506876,0.8869435902203127,0.6971582496668948
0.0,40.0,-15.75,19.25,28.903135781693273,0.889627652860136,0.6990515830116373
0.0,40.0,-12.25,19.25,27.257108029178596,0.8947629157551505,0.7028181908870481
0.0,40.0,-8.75,19.25,25.95509623226183,0.9029396809543282,0.7089570907178692
0.0,40.0,-5.25,19.25,25.050004123668703,0.9145153362047341,0.7178017754790391
0.0,40.0,-1.75,19.25,24.585119776122355,0.9293586966464695,0.7293084212128892
0.0,40.0,1.75,19.25,24.585119776122355,0.9466845047790166,0.7429047407189971
0.0,40.0,5.25,19.25,25.050004123668703,0.965149520035031,0.7575444737307198
0.0,40.0,8.75,19.25,25.95509623226183,0.9832293858884599,0.7719977974509442
0.0,40.0,12.25,19.25,27.257108029178596,0.9996648968177051,0.7852165773787689
0.0,40.0,15.75,19.25,28.903135781693273,1.0137212746627329,0.7965618644016773
0.0,40.0,19.25,19.25,30.838900177506876,1.0251859283337068,0.8058199363081539
0.0,40.0,22.75,19.25,33.0142252582423,1.0342095417700035,0.8130832376654235
0.0,40.0,26.25,19.25,35.38564827585306,1.0411249701204308,0.8186050908587433
0.0,40.0,29.75,19.25,37.916997444736744,1.046314992322392,0.8226896261028555
0.0,40.0,33.25,19.25,40.57886433748908,1.0501391778278917,0.8256286573381686
0.0,40.0,36.75,19.25,43.34763155699035,1.0529038009956564,0.827674138650575
0.0,40.0,40.25,19.25,46.204426779331136,1.0548560833616978,0.829031412617918
0.0,40.0,43.75,19.25,49.13417289091274,1.056189565786374,0.8298623839242656
0.0,40.0,47.25,19.25,52.124791004689726,1.0570531906649898,0.8302923085748485
0.0,40.0,50.75,19.25,55.16655887778252,1.0575605623240618,0.8304170872359559
0.0,40.0,54.25,19.25,58.25160573302952,1.0577980045533506,0.8303097742076407
0.0,40.0,57.75,19.25,61.37351891198251,1.057831074014292,0.8300259231870355
0.0,40.0,61.25,19.25,64.52703891428054,1.0577096254599834,0.8296077923944521
0.0,40.0,64.75,19.25,67.70782309912978,1.0574716685320196,0.8290875736090315
0.0,40.0,68.25,19.25,70.91226216525631,1.057146272205409,0.8284898401222159
0.0,40.0,71.75,19.25,74.13733702480849,1.056755741235187,0.8278333912932666
0.0,40.0,75.25,19.25,77.38050661688355,1.05631724516578,0.8271326393451959
0.0,40.0,-75.25,22.75,78.73899250473912,0.9183054850071868,0.7205312308117517
0.0,40.0,-71.75,22.75,75.57111645122524,0.9166941590651517,0.7195412449409497
0.0,40.0,-68.25,22.75,72.42660312650452,0.9150273264022231,0.7184973649640098
0.0,40.0,-64.75,22.75,69.30858311365208,0.9133080704515175,0.7174009753256542
0.0,40.0,-61.25,22.75,66.22073897765436,0.9115419623264556,0.716255156228187
0.0,40.0,-57.75,22.75,63.167423447326726,0.9097380539407268,0.7150654099271149
0.0,40.0,-54.25,22.75,60.15380620089545,0.9079102404277618,0.7138406698324176
0.0,40.0,-50.75,22.75,57.18605605962698,0.9060791230920031,0.7125947004317085
0.0,40.0,-47.25,22.75,54.27156700591472,0.9042745436961429,0.7113480266508002
0.0,40.0,-43.75,22.75,51.41923703223042,0.9025390007078613,0.7101305730195724
0.0,40.0,-40.25,22.75,48.639809039823106,0.9009321870274982,0.7089852234658366
0.0,40.0,-36.75,22.75,45.94628072196466,0.8995368736620869,0.7079725173161017
0.0,40.0,-33.25,22.75,43.3543836274891,0.8984662397294736,0.7071766227426908
0.0,40.0,-29.75,22.75,40.88311661307895,0.897872392784011,0.7067124767909486
0.0,40.0,-26.25,22.75,38.55528975118137,0.8979550288731428,0.7067333831178823
0.0,40.0,-22.75,22.75,36.39798421590764,0.8989676695424333,0.7074371718264525
0.0,40.0,-19.25,22.75,34.44275610191317,0.9012164638680675,0.7090670305772243
0.0,40.0,-15.75,22.75,32.725312932165515,0.9050434390416336,0.7119004577194887
0.0,40.0,-12.25,22.75,31.284305009499942,0.9107840139999781,0.7162177304682419
0.0,40.0,-8.75,22.75,30.158883917924417,0.9186916439784582,0.7222430974617531
0.0,40.0,-5.25,22.75,29.384913824655335,0.9288361782884372,0.7300623481171732
0.0,40.0,-1.75,22.75,28.990258097562656,0.9410076203961942,0.7395407985851512
0.0,40.0,1.75,22.75,28.990258097562656,0.9546791056457905,0.750285261116788
0.0,40.0,5.25,22.75,29.384913824655335,0.9690737870316907,0.7616889834791276
0.0,40.0,8.75,22.75,30.158883917924417,0.9833274669207663,0.7730575108449848
0.0,40.0,12.25,22.75,31.284305009499942,0.99667732981259,0.7837620821126289
0.0,40.0,15.75,22.75,32.725312932165515,1.0085935173915954,0.7933521814646907
0.0,40.0,19.25,22.75,34.44275610191317,1.0188149357078766,0.8015921924789268
0.0,40.0,22.75,22.75,36.39798421590764,1.0273074479301119,0.8084333844061835
0.0,40.0,26.25,22.75,38.55528975118137,1.0341882577098085,0.8139554238804728
0.0,40.0,29.75,22.75,40.88311661307895,1.0396527925087706,0.8183073740783172
0.0,40.0,33.25,22.75,43.3543836274891,1.043921020826565,0.8216630845701158
0.0,40.0,36.75,22.75,45.94628072196466,1.0472051299776064,0.8241935085977222
0.0,40.0,40.25,22.75,48.639809039823106,1.0496937118054703,0.8260525504039626
0.0,40.0,43.75,22.75,51.41923703223042,1.0515464619085906,0.8273717711546945
0.0,40.0,47.25,22.75,54.27156700591472,1.0528946271138009,0.8282600903562592
0.0,40.0,50.75,22.75,57.18605605962698,1.0538440911284868,0.8288058904356606
0.0,40.0,54.25,22.75,60.15380620089545,1.0544793187403858,0.8290800011897868
0.0,40.0,57.75,22.75,63.167423447326726,1.054867254988735,0.8291387645485432
0.0,40.0,61.25,22.75,66.22073897765436,1.0550607877713318,0.8290268145710981
0.0,40.0,64.75,22.75,69.30858311365208,1.0551016546522485,0.828779445407754
0.0,40.0,68.25,22.75,72.42660312650452,1.0550228051029358,0.8284245547331185
0.0,40.0,71.75,22.75,75.57111645122524,1.0548502837534113,0.8279842070470735
0.0,40.0,75.25,22.75,78.73899250473912,1.054604714537293,0.8274758731071774
0.0,40.0,-71.75,26.25,77.21595432850863,0.9190153768378434,0.7228412557769505
0.0,40.0,-68.25,26.25,74.15738845989398,0.9176125317774453,0.7219718306599334
0.0,40.0,-64.75,26.25,71.13111329403206,0.916193172099311,0.7210760794103646
0.0,40.0,-61.25,26.25,68.1413704485266,0.9147683105990634,0.7201613989217461
0.0,40.0,-57.75,26.25,65.19311389555335,0.9133531399872362,0.7192382452639828
0.0,40.0,-54.25,26.25,62.292148485645434,0.9119683453346848,0.7183211421642591
0.0,40.0,-50.75,26.25,59.445295959367535,0.9106417948292739,0.7174299954586933
0.0,40.0,-47.25,26.25,56.66059229062957,0.9094106903988999,0.7165917866523283
0.0,40.0,-43.75,26.25,53.94751927301296,0.9083242506238778,0.7158427158638655
0.0,40.0,-40.25,26.25,51.31727073367881,0.907446957982109,0.7152308397386224
0.0,40.0,-36.75,26.25,48.78304876238073,0.9068623027284376,0.7148191784362403
0.0,40.0,-33.25,26.25,46.360375958297595,0.9066767510302457,0.7146891149992044
0.0,40.0,-29.75,26.25,44.06739443442027,0.9070232949345851,0.7149436215000379
0.0,40.0,-26.25,26.25,41.92509850528631,0.908063340858249,0.7157093678045738
0.0,40.0,-22.75,26.25,39.95741522264467,0.9099848456481221,0.7171360688223583
0.0,40.0,-19.25,26.25,38.191008331271505,0.9129936608246082,0.7193906036170008
0.0,40.0,-15.75,26.25,36.65464883888391,0.9172944973149549,0.7226428751471231
0.0,40.0,-12.25,26.25,35.37799465249165,0.9230588010545299,0.7270408965367982
0.0,40.0,-8.75,26.25,34.389690154155815,0.9303805008736866,0.7326753481678389
0.0,40.0,-5.25,26.25,33.7148662799327,0.9392276813105116,0.7395395078810743
0.0,40.0,-1.75,26.25,33.37237979414187,0.9494066085119421,0.7474975019513509
0.0,40.0,1.75,26.25,33.37237979414187,0.9605581426939928,0.7562774534171122
0.0,40.0,5.25,26.25,33.7148662799327,0.9721986243016075,0.7655005346259289
0.0,40.0,8.75,26.25,34.389690154155815,0.983798073079881,0.7747417266846943
0.0,40.0,12.25,26.25,35.37799465249165,0.9948694267305543,0.7836020404343699
